ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION 6/207 40/11008 9.25815239688173e-05 0.3574334399226 0.3574334399226 ENSG00000174953/ENSG00000111530/ENSG00000147133/ENSG00000064313/ENSG00000029363/ENSG00000136146 6
GOBP_MRNA_PROCESSING GOBP_MRNA_PROCESSING 19/207 403/11008 0.000211592683143522 0.3574334399226 0.3574334399226 ENSG00000174953/ENSG00000140830/ENSG00000136709/ENSG00000152404/ENSG00000112739/ENSG00000113593/ENSG00000159140/ENSG00000137776/ENSG00000092199/ENSG00000090097/ENSG00000021776/ENSG00000096401/ENSG00000100319/ENSG00000213079/ENSG00000132819/ENSG00000054118/ENSG00000101413/ENSG00000164944/ENSG00000153187 19
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION 6/207 48/11008 0.00026121810469374 0.3574334399226 0.3574334399226 ENSG00000174953/ENSG00000111530/ENSG00000147133/ENSG00000064313/ENSG00000029363/ENSG00000136146 6
HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA 3/207 13/11008 0.00163075746029703 0.861489034453236 0.861489034453236 ENSG00000105568/ENSG00000185900/ENSG00000176225 3
GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER 6/207 68/11008 0.00170705274479008 0.861489034453236 0.861489034453236 ENSG00000174953/ENSG00000111530/ENSG00000147133/ENSG00000064313/ENSG00000112282/ENSG00000136146 6
GOBP_RNA_STABILIZATION GOBP_RNA_STABILIZATION 5/207 47/11008 0.00180890309120047 0.861489034453236 0.861489034453236 ENSG00000174953/ENSG00000092199/ENSG00000054118/ENSG00000107929/ENSG00000153187 5
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY 12/207 240/11008 0.00193124798980805 0.861489034453236 0.861489034453236 ENSG00000166233/ENSG00000092148/ENSG00000152242/ENSG00000176407/ENSG00000159459/ENSG00000089234/ENSG00000137075/ENSG00000144357/ENSG00000148356/ENSG00000108523/ENSG00000036257/ENSG00000174579 12
GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY 15/207 350/11008 0.00252475109910261 0.861489034453236 0.861489034453236 ENSG00000166233/ENSG00000147133/ENSG00000092148/ENSG00000152242/ENSG00000176407/ENSG00000166266/ENSG00000159459/ENSG00000089234/ENSG00000137075/ENSG00000144357/ENSG00000148356/ENSG00000108523/ENSG00000036257/ENSG00000174579/ENSG00000144848 15
GOBP_RNA_SPLICING GOBP_RNA_SPLICING 15/207 354/11008 0.00281308567211737 0.861489034453236 0.861489034453236 ENSG00000140830/ENSG00000152404/ENSG00000112739/ENSG00000105568/ENSG00000113593/ENSG00000159140/ENSG00000092199/ENSG00000090097/ENSG00000021776/ENSG00000096401/ENSG00000100319/ENSG00000132819/ENSG00000054118/ENSG00000164944/ENSG00000153187 15
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS 15/207 364/11008 0.00365489553272914 0.861489034453236 0.861489034453236 ENSG00000113558/ENSG00000166233/ENSG00000147133/ENSG00000092148/ENSG00000180008/ENSG00000166266/ENSG00000159459/ENSG00000108094/ENSG00000114098/ENSG00000055130/ENSG00000123159/ENSG00000144357/ENSG00000115233/ENSG00000036257/ENSG00000165525 15
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS 5/207 56/11008 0.00393110059275406 0.861489034453236 0.861489034453236 ENSG00000174953/ENSG00000092199/ENSG00000054118/ENSG00000107929/ENSG00000153187 5
